,matchcode,map,team1,team2,score1,score2,event,stars,date
1400,2326419,Mirage,G2,FaZe,2,16,FACEIT Major 2018,2,2018-09-16
1401,2326419,Dust2,G2,FaZe,22,25,FACEIT Major 2018,2,2018-09-16
1402,2326690,Train,Windigo,YamatO,16,9,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-16
1403,2326690,Dust2,Windigo,YamatO,16,7,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-16
1404,2326656,Dust2,5POWER,Flash,16,10,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1405,2326656,Mirage,5POWER,Flash,13,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1406,2326656,Cache,5POWER,Flash,16,3,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1407,2326418,Mirage,fnatic,HellRaisers,19,17,FACEIT Major 2018,2,2018-09-16
1408,2326418,Dust2,fnatic,HellRaisers,9,16,FACEIT Major 2018,2,2018-09-16
1409,2326418,Cache,fnatic,HellRaisers,2,16,FACEIT Major 2018,2,2018-09-16
1410,2326685,Mirage,Big 5,eNergy Academy,6,16,VS Gaming Masters 2018 Finals,0,2018-09-16
1411,2326685,Dust2,Big 5,eNergy Academy,10,16,VS Gaming Masters 2018 Finals,0,2018-09-16
1412,2326655,Dust2,CyberZen,Flash,14,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1413,2326655,Nuke,CyberZen,Flash,12,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1414,2326684,Inferno,Goliath,eNergy Academy,5,16,VS Gaming Masters 2018 Finals,0,2018-09-16
1415,2326684,Mirage,Goliath,eNergy Academy,6,16,VS Gaming Masters 2018 Finals,0,2018-09-16
1416,2326654,Dust2,Flash,5POWER,10,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1417,2326654,Mirage,Flash,5POWER,10,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-16
1418,2326675,Train,OGN,Nemesis,16,7,WESG 2018 Myanmar Regional Finals,0,2018-09-16
1419,2326675,Cache,OGN,Nemesis,5,16,WESG 2018 Myanmar Regional Finals,0,2018-09-16
1420,2326675,Mirage,OGN,Nemesis,9,16,WESG 2018 Myanmar Regional Finals,0,2018-09-16
1421,2326417,Dust2,Astralis,MIBR,16,0,FACEIT Major 2018,3,2018-09-15
1422,2326677,Inferno,TDR,YamatO,16,6,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-15
1423,2326677,Overpass,TDR,YamatO,2,16,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-15
1424,2326677,Train,TDR,YamatO,18,22,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-15
1425,2326416,Inferno,G2,Cloud9,22,19,FACEIT Major 2018,1,2018-09-15
1426,2326683,Mirage,eNergy Academy,White Rabbit,16,6,VS Gaming Masters 2018 Finals,0,2018-09-15
1427,2326683,Inferno,eNergy Academy,White Rabbit,16,1,VS Gaming Masters 2018 Finals,0,2018-09-15
1428,2326415,Mirage,Natus Vincere,fnatic,16,9,FACEIT Major 2018,2,2018-09-15
1429,2326653,Train,EHOME,CyberZen,10,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1430,2326653,Overpass,EHOME,CyberZen,9,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1431,2326615,Nuke,Windigo,toxic,16,5,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-15
1432,2326615,Mirage,Windigo,toxic,16,2,OMEN by HP ComicCon Bulgaria 2018,0,2018-09-15
1433,2326682,Mirage,Big 5,Goliath,16,3,VS Gaming Masters 2018 Finals,0,2018-09-15
1434,2326682,Inferno,Big 5,Goliath,12,16,VS Gaming Masters 2018 Finals,0,2018-09-15
1435,2326682,Dust2,Big 5,Goliath,16,5,VS Gaming Masters 2018 Finals,0,2018-09-15
1436,2326414,Mirage,TYLOO,FaZe,4,16,FACEIT Major 2018,2,2018-09-15
1437,2326413,Train,Vega Squadron,NiP,11,16,FACEIT Major 2018,2,2018-09-15
1438,2326652,Nuke,CyberZen,5POWER,10,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1439,2326652,Dust2,CyberZen,5POWER,10,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1440,2326412,Train,BIG,HellRaisers,16,9,FACEIT Major 2018,2,2018-09-15
1441,2326651,Dust2,Flash,EHOME,16,6,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1442,2326651,Overpass,Flash,EHOME,12,16,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1443,2326651,Mirage,Flash,EHOME,16,14,eXTREMESLAND 2018 China Regional Finals,0,2018-09-15
1444,2326674,Cache,FX,Nemesis,1,16,WESG 2018 Myanmar Regional Finals,0,2018-09-15
1445,2326674,Inferno,FX,Nemesis,1,16,WESG 2018 Myanmar Regional Finals,0,2018-09-15
1446,2326673,Nuke,B-beasts,OGN,17,19,WESG 2018 Myanmar Regional Finals,0,2018-09-15
1447,2326673,Inferno,B-beasts,OGN,16,9,WESG 2018 Myanmar Regional Finals,0,2018-09-15
1448,2326673,Mirage,B-beasts,OGN,8,16,WESG 2018 Myanmar Regional Finals,0,2018-09-15
1449,2326679,Overpass,Quad,Fusion,12,16,Aorus League 2018 Season 3 LatAm South,0,2018-09-15
1450,2326679,Cache,Quad,Fusion,19,16,Aorus League 2018 Season 3 LatAm South,0,2018-09-15
1451,2326679,Mirage,Quad,Fusion,16,7,Aorus League 2018 Season 3 LatAm South,0,2018-09-15
1452,2326330,Mirage,DETONA,Santos,5,16,ESL Brazil Premier League Season 6,0,2018-09-15
1453,2326678,Inferno,Good Fellas,Blue Void,16,6,Aorus League 2018 Season 3 LatAm South,0,2018-09-15
1454,2326678,Dust2,Good Fellas,Blue Void,16,11,Aorus League 2018 Season 3 LatAm South,0,2018-09-15
1455,2326671,Inferno,Wild,Bull,16,13,Aorus League 2018 Season 3 Brazil,0,2018-09-15
1456,2326671,Cache,Wild,Bull,16,5,Aorus League 2018 Season 3 Brazil,0,2018-09-15
1457,2326167,Inferno,Imperial,Isurus,16,4,ESL Brazil Premier League Season 6,0,2018-09-15
1458,2326329,Train,Bulldozer,W7M,1,16,ESL Brazil Premier League Season 6,0,2018-09-15
1459,2326659,Overpass,KoN Finland,KoN Sweden,14,16,King of Nordic Season 12,0,2018-09-14
1460,2326405,Mirage,FaZe,mousesports,16,8,FACEIT Major 2018,4,2018-09-14
1461,2326660,Train,Syman,unknown,13,16,Thunderpick Invitational #3,0,2018-09-14
1462,2326660,Overpass,Syman,unknown,8,16,Thunderpick Invitational #3,0,2018-09-14
1463,2326658,Train,KoN Denmark,KoN Sweden,12,16,King of Nordic Season 12,0,2018-09-14
1464,2326404,Inferno,Astralis,Liquid,15,19,FACEIT Major 2018,5,2018-09-14
1465,2326657,Train,KoN Sweden,KoN Norway,16,8,King of Nordic Season 12,0,2018-09-14
1466,2326403,Inferno,G2,MIBR,4,16,FACEIT Major 2018,2,2018-09-14
1467,2326402,Train,Natus Vincere,NiP,16,6,FACEIT Major 2018,3,2018-09-14
1468,2326401,Nuke,compLexity,BIG,16,8,FACEIT Major 2018,1,2018-09-14
1469,2326400,Inferno,Winstrike,Cloud9,16,19,FACEIT Major 2018,0,2018-09-14
1470,2326399,Overpass,TYLOO,HellRaisers,10,16,FACEIT Major 2018,2,2018-09-14
1471,2326398,Inferno,Vega Squadron,fnatic,14,16,FACEIT Major 2018,2,2018-09-14
1472,2326634,Cache,WClick,Fusion,8,16,Aorus League 2018 Season 3 LatAm South,0,2018-09-14
1473,2326633,Mirage,Blue Void,PROSTAKERS,16,6,Aorus League 2018 Season 3 LatAm South,0,2018-09-14
1474,2326397,Dust2,mousesports,MIBR,6,16,FACEIT Major 2018,3,2018-09-13
1475,2326396,Overpass,Natus Vincere,FaZe,16,12,FACEIT Major 2018,4,2018-09-13
1476,2326432,Mirage,EURONICS,Bpro,8,16,Thunderpick Invitational #3,0,2018-09-13
1477,2326432,Inferno,EURONICS,Bpro,10,16,Thunderpick Invitational #3,0,2018-09-13
1478,2326395,Mirage,NiP,Liquid,10,16,FACEIT Major 2018,3,2018-09-13
1479,2326394,Cache,compLexity,G2,16,11,FACEIT Major 2018,1,2018-09-13
1480,2326630,Overpass,Breakaway,ex-AVANT,16,14,ESL Australia & NZ Championship Season 7,0,2018-09-13
1481,2326393,Overpass,Cloud9,HellRaisers,16,19,FACEIT Major 2018,1,2018-09-13
1482,2326637,Mirage,EHOME,Sparta,16,13,ESL Pro League Season 8 China Open Qualifier #1,0,2018-09-13
1483,2326637,Nuke,EHOME,Sparta,14,16,ESL Pro League Season 8 China Open Qualifier #1,0,2018-09-13
1484,2326637,Inferno,EHOME,Sparta,16,13,ESL Pro League Season 8 China Open Qualifier #1,0,2018-09-13
1485,2326629,Inferno,ex-AVANT,Breakaway,16,14,ESL Australia & NZ Championship Season 7,0,2018-09-13
1486,2326392,Inferno,Vega Squadron,Astralis,4,16,FACEIT Major 2018,2,2018-09-13
1487,2326626,Cache,madlikewizards,ORDER,16,10,ESL Australia & NZ Championship Season 7,0,2018-09-13
1488,2326391,Inferno,Winstrike,fnatic,7,16,FACEIT Major 2018,1,2018-09-13
1489,2326625,Mirage,ORDER,madlikewizards,10,16,ESL Australia & NZ Championship Season 7,0,2018-09-13
1490,2326390,Train,BIG,TYLOO,16,7,FACEIT Major 2018,2,2018-09-13
1491,2326636,Inferno,GOSU,Sparta,8,16,ESL Pro League Season 8 China Open Qualifier #1,0,2018-09-13
1492,2326635,Inferno,EHOME,BTRG,16,8,ESL Pro League Season 8 China Open Qualifier #1,0,2018-09-13
1493,2326632,Overpass,Furious,Quad,19,16,Aorus League 2018 Season 3 LatAm South,0,2018-09-13
1494,2326619,Cache,Bull,Bulldozer,16,11,Aorus League 2018 Season 3 Brazil,0,2018-09-13
1495,2326631,Mirage,Malvinas,Good Fellas,16,6,Aorus League 2018 Season 3 LatAm South,0,2018-09-13
1496,2326618,Train,FURIA Inagame,DETONA,14,16,Aorus League 2018 Season 3 Brazil,0,2018-09-13
1497,2326617,Train,Wild,W7M,4,16,Aorus League 2018 Season 3 Brazil,0,2018-09-13
1498,2326389,Mirage,Cloud9,Vega Squadron,4,16,FACEIT Major 2018,1,2018-09-12
1499,2326431,Nuke,expert,Forge,16,3,Thunderpick Invitational #3,0,2018-09-12
1500,2326431,Overpass,expert,Forge,16,7,Thunderpick Invitational #3,0,2018-09-12
1501,2326388,Inferno,Natus Vincere,Astralis,14,16,FACEIT Major 2018,5,2018-09-12
1502,2326387,Mirage,mousesports,NiP,12,16,FACEIT Major 2018,3,2018-09-12
1503,2326614,Overpass,LDLC,expert,16,13,Kalashnikov CUP,0,2018-09-12
1504,2326348,Cache,WASD,Majestic Lions,11,16,Thunderpick Invitational #3,0,2018-09-12
1505,2326348,Train,WASD,Majestic Lions,3,16,Thunderpick Invitational #3,0,2018-09-12
1506,2326386,Inferno,MIBR,TYLOO,13,16,FACEIT Major 2018,2,2018-09-12
1507,2326613,Train,forZe,Tempo Storm,16,8,Kalashnikov CUP,0,2018-09-12
1508,2326385,Inferno,fnatic,compLexity,4,16,FACEIT Major 2018,1,2018-09-12
1509,2326384,Dust2,FaZe,BIG,5,16,FACEIT Major 2018,3,2018-09-12
1510,2326499,Mirage,AVANT,Ground Zero,19,15,ESL Australia & NZ Championship Season 7,0,2018-09-12
1511,2326383,Mirage,Winstrike,Liquid,7,16,FACEIT Major 2018,1,2018-09-12
1512,2326502,Inferno,Legacy,Chiefs,2,16,ESL Australia & NZ Championship Season 7,0,2018-09-12
1513,2326498,Dust2,Ground Zero,AVANT,16,7,ESL Australia & NZ Championship Season 7,0,2018-09-12
1514,2326495,Mirage,Chiefs,Legacy,16,8,ESL Australia & NZ Championship Season 7,0,2018-09-12
1515,2326382,Dust2,G2,HellRaisers,22,20,FACEIT Major 2018,2,2018-09-12
1516,2326543,Nuke,Quad,WClick,16,2,Aorus League 2018 Season 3 LatAm South,0,2018-09-12
1517,2326542,Mirage,Furious,Fusion,16,6,Aorus League 2018 Season 3 LatAm South,0,2018-09-12
1518,2326347,Train,Endpoint,HAVU,3,16,Thunderpick Invitational #3,0,2018-09-11
1519,2326347,Overpass,Endpoint,HAVU,16,11,Thunderpick Invitational #3,0,2018-09-11
1520,2326347,Dust2,Endpoint,HAVU,15,19,Thunderpick Invitational #3,0,2018-09-11
1521,2326598,Mirage,DreamEaters,Monolith,12,16,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-11
1522,2326598,Nuke,DreamEaters,Monolith,10,16,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-11
1523,2326601,Nuke,ALTERNATE aTTaX,Valiance,6,16,GG.BET Shuffle Closed Qualifier,0,2018-09-11
1524,2326601,Mirage,ALTERNATE aTTaX,Valiance,9,16,GG.BET Shuffle Closed Qualifier,0,2018-09-11
1525,2326597,Train,x-kom,Izako Boars,16,19,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-11
1526,2326597,Dust2,x-kom,Izako Boars,11,16,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-11
1527,2326602,Inferno,Tempo Storm,pro100,16,9,GG.BET Shuffle Closed Qualifier,0,2018-09-11
1528,2326602,Dust2,Tempo Storm,pro100,16,7,GG.BET Shuffle Closed Qualifier,0,2018-09-11
1529,2326606,Inferno,madlikewizards,Respawn Ninja Black,16,7,AOC CyberGamer Premier League Spring 2018,0,2018-09-11
1530,2326605,Cache,Respawn Ninja Black,madlikewizards,4,16,AOC CyberGamer Premier League Spring 2018,0,2018-09-11
1531,2326604,Nuke,MC,Breakaway,8,16,AOC CyberGamer Premier League Spring 2018,0,2018-09-11
1532,2326603,Cache,Breakaway,MC,16,7,AOC CyberGamer Premier League Spring 2018,0,2018-09-11
1533,2326541,Mirage,Good Fellas,PROSTAKERS,16,4,Aorus League 2018 Season 3 LatAm South,0,2018-09-11
1534,2326538,Inferno,FURIA Inagame,PITS,16,5,Aorus League 2018 Season 3 Brazil,0,2018-09-11
1535,2326540,Mirage,Malvinas,Blue Void,16,12,Aorus League 2018 Season 3 LatAm South,0,2018-09-11
1536,2326536,Inferno,Wild,Bull,16,8,Aorus League 2018 Season 3 Brazil,0,2018-09-11
1537,2326166,Train,Isurus,Santos,16,13,ESL Brazil Premier League Season 6,0,2018-09-11
1538,2326537,Inferno,W7M,Bulldozer,16,8,Aorus League 2018 Season 3 Brazil,0,2018-09-11
1539,2326433,Inferno,C4,Wild,12,16,ESL Brazil Premier League Season 6,0,2018-09-11
1540,2326328,Inferno,Imperial,DETONA,11,16,ESL Brazil Premier League Season 6,0,2018-09-11
1541,2326596,Train,Evolution,WINside,8,16,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-10
1542,2326596,Dust2,Evolution,WINside,8,16,Stream.me Gauntlet: CIS vs EU #23,0,2018-09-10
1543,2326600,Overpass,DreamEaters,LDLC,15,19,GG.BET Shuffle Closed Qualifier,0,2018-09-10
1544,2326600,Mirage,DreamEaters,LDLC,17,19,GG.BET Shuffle Closed Qualifier,0,2018-09-10
1545,2326599,Mirage,Movistar Riders,forZe,16,10,GG.BET Shuffle Closed Qualifier,0,2018-09-10
1546,2326599,Inferno,Movistar Riders,forZe,16,9,GG.BET Shuffle Closed Qualifier,0,2018-09-10
1547,2326610,Cache,ex-AVANT,SYF,16,19,AOC CyberGamer Premier League Spring 2018,0,2018-09-10
1548,2326609,Mirage,SYF,ex-AVANT,16,9,AOC CyberGamer Premier League Spring 2018,0,2018-09-10
1549,2326608,Inferno,TRIDENT,Taboo,13,16,AOC CyberGamer Premier League Spring 2018,0,2018-09-10
1550,2326607,Mirage,Taboo,TRIDENT,12,16,AOC CyberGamer Premier League Spring 2018,0,2018-09-10
1551,2326473,Nuke,Kinguin,ENCE,16,14,DreamHack Open Montreal 2018,2,2018-09-10
1552,2326473,Dust2,Kinguin,ENCE,16,9,DreamHack Open Montreal 2018,2,2018-09-10
1553,2326592,Inferno,NRG,Swole Patrol,16,5,EPICENTER 2018 North America Closed Qualifier,1,2018-09-09
1554,2326592,Cache,NRG,Swole Patrol,9,16,EPICENTER 2018 North America Closed Qualifier,1,2018-09-09
1555,2326592,Train,NRG,Swole Patrol,17,19,EPICENTER 2018 North America Closed Qualifier,1,2018-09-09
1556,2326472,Mirage,ENCE,Imperial,2,16,DreamHack Open Montreal 2018,1,2018-09-09
1557,2326472,Dust2,ENCE,Imperial,16,14,DreamHack Open Montreal 2018,1,2018-09-09
1558,2326472,Train,ENCE,Imperial,19,17,DreamHack Open Montreal 2018,1,2018-09-09
1559,2326375,Inferno,Vega Squadron,North,16,8,FACEIT Major 2018 Main Qualifier,1,2018-09-09
1560,2326375,Mirage,Vega Squadron,North,16,13,FACEIT Major 2018 Main Qualifier,1,2018-09-09
1561,2326586,Nuke,Giants,GTZ-Bulls,7,16,IESF 2018 Portugal Finals,0,2018-09-09
1562,2326586,Inferno,Giants,GTZ-Bulls,16,12,IESF 2018 Portugal Finals,0,2018-09-09
1563,2326586,Dust2,Giants,GTZ-Bulls,16,14,IESF 2018 Portugal Finals,0,2018-09-09
1564,2326595,Inferno,Tricked,ALTERNATE aTTaX,11,16,Cross Border Esport 2018,0,2018-09-09
1565,2326595,Mirage,Tricked,ALTERNATE aTTaX,16,8,Cross Border Esport 2018,0,2018-09-09
1566,2326595,Train,Tricked,ALTERNATE aTTaX,16,2,Cross Border Esport 2018,0,2018-09-09
1567,2326471,Dust2,AGO,Kinguin,4,16,DreamHack Open Montreal 2018,1,2018-09-09
1568,2326471,Train,AGO,Kinguin,8,16,DreamHack Open Montreal 2018,1,2018-09-09
1569,2326374,Dust2,OpTic,BIG,6,16,FACEIT Major 2018 Main Qualifier,2,2018-09-09
1570,2326374,Train,OpTic,BIG,14,16,FACEIT Major 2018 Main Qualifier,2,2018-09-09
1571,2326585,Inferno,GTZ-Bulls,Panthers,12,16,IESF 2018 Portugal Finals,0,2018-09-09
1572,2326585,Nuke,GTZ-Bulls,Panthers,16,6,IESF 2018 Portugal Finals,0,2018-09-09
1573,2326585,Train,GTZ-Bulls,Panthers,16,13,IESF 2018 Portugal Finals,0,2018-09-09
1574,2326373,Overpass,Spirit,TYLOO,12,16,FACEIT Major 2018 Main Qualifier,1,2018-09-09
1575,2326373,Inferno,Spirit,TYLOO,23,25,FACEIT Major 2018 Main Qualifier,1,2018-09-09
1576,2326593,Cache,Beyond,RRQ,14,16,ESL Pro League Season 8 SEA Open Qualifier #1,0,2018-09-09
1577,2326593,Dust2,Beyond,RRQ,16,3,ESL Pro League Season 8 SEA Open Qualifier #1,0,2018-09-09
1578,2326593,Mirage,Beyond,RRQ,16,1,ESL Pro League Season 8 SEA Open Qualifier #1,0,2018-09-09
1579,2326479,Overpass,OpTic India,Entity,19,17,eXTREMESLAND 2018 India Regional Finals,0,2018-09-09
1580,2326589,Nuke,D13,2990,16,13,eXTREMESLAND 2018 Mongolia Regional Finals,0,2018-09-09
1581,2326589,Inferno,D13,2990,19,15,eXTREMESLAND 2018 Mongolia Regional Finals,0,2018-09-09
1582,2326587,Train,SuperJymy,ALTERNATE aTTaX,17,19,Cross Border Esport 2018,0,2018-09-09
1583,2326587,Overpass,SuperJymy,ALTERNATE aTTaX,14,16,Cross Border Esport 2018,0,2018-09-09
1584,2326591,Mirage,Sharks,Tricked,7,16,Cross Border Esport 2018,0,2018-09-09
1585,2326591,Inferno,Sharks,Tricked,12,16,Cross Border Esport 2018,0,2018-09-09
1586,2326533,Inferno,Random5,Vindicta,16,13,WESG 2018 Singapore Regional Finals,0,2018-09-09
1587,2326533,Mirage,Random5,Vindicta,13,16,WESG 2018 Singapore Regional Finals,0,2018-09-09
1588,2326533,Train,Random5,Vindicta,13,16,WESG 2018 Singapore Regional Finals,0,2018-09-09
1589,2326594,Cache,madlikewizards,TRIDENT,16,1,ESL Pro League Season 8 Oceania Open Qualifier #1,0,2018-09-09
1590,2326594,Inferno,madlikewizards,TRIDENT,9,16,ESL Pro League Season 8 Oceania Open Qualifier #1,0,2018-09-09
1591,2326594,Mirage,madlikewizards,TRIDENT,16,5,ESL Pro League Season 8 Oceania Open Qualifier #1,0,2018-09-09
1592,2326478,Overpass,Slaughter Rage Army,Entity,3,16,eXTREMESLAND 2018 India Regional Finals,0,2018-09-09
1593,2326478,Dust2,Slaughter Rage Army,Entity,10,16,eXTREMESLAND 2018 India Regional Finals,0,2018-09-09
1594,2326526,Dust2,eUnited,Swole Patrol,4,16,EPICENTER 2018 North America Closed Qualifier,0,2018-09-09
1595,2326526,Overpass,eUnited,Swole Patrol,2,16,EPICENTER 2018 North America Closed Qualifier,0,2018-09-09
1596,2326470,Cache,Luminosity,Imperial,14,16,DreamHack Open Montreal 2018,1,2018-09-09
1597,2326470,Overpass,Luminosity,Imperial,6,16,DreamHack Open Montreal 2018,1,2018-09-09
1598,2326524,Train,NRG,BlackOut,16,12,EPICENTER 2018 North America Closed Qualifier,1,2018-09-09
1599,2326524,Nuke,NRG,BlackOut,16,7,EPICENTER 2018 North America Closed Qualifier,1,2018-09-09
1600,2326525,Cache,FURIA,Swole Patrol,9,16,EPICENTER 2018 North America Closed Qualifier,0,2018-09-09
1601,2326525,Nuke,FURIA,Swole Patrol,13,16,EPICENTER 2018 North America Closed Qualifier,0,2018-09-09
1602,2326469,Dust2,Red Reserve,Kinguin,9,16,DreamHack Open Montreal 2018,0,2018-09-09
1603,2326469,Overpass,Red Reserve,Kinguin,12,16,DreamHack Open Montreal 2018,0,2018-09-09
1604,2326583,Nuke,PACT,Tricked,7,16,Cross Border Esport 2018,0,2018-09-08
1605,2326583,Inferno,PACT,Tricked,19,17,Cross Border Esport 2018,0,2018-09-08
1606,2326583,Mirage,PACT,Tricked,8,16,Cross Border Esport 2018,0,2018-09-08
1607,2326372,Inferno,North,Rogue,25,23,FACEIT Major 2018 Main Qualifier,1,2018-09-08
1608,2326582,Mirage,Ignite,Sharks,14,16,Cross Border Esport 2018,0,2018-09-08
1609,2326582,Nuke,Ignite,Sharks,12,16,Cross Border Esport 2018,0,2018-09-08
1610,2326590,Inferno,UP,Vault,5,16,Logitech G Challenge 2018 Colombia Qualifier,0,2018-09-08
1611,2326590,Train,UP,Vault,2,16,Logitech G Challenge 2018 Colombia Qualifier,0,2018-09-08
1612,2326523,Inferno,BlackOut,Bravado,16,5,EPICENTER 2018 North America Closed Qualifier,0,2018-09-08
1613,2326523,Nuke,BlackOut,Bravado,16,9,EPICENTER 2018 North America Closed Qualifier,0,2018-09-08
1614,2326569,Mirage,Vault,Aetherial,16,2,Logitech G Challenge 2018 Colombia Qualifier,0,2018-09-08
1615,2326569,Dust2,Vault,Aetherial,16,8,Logitech G Challenge 2018 Colombia Qualifier,0,2018-09-08
1616,2326371,Inferno,Vega Squadron,compLexity,15,19,FACEIT Major 2018 Main Qualifier,0,2018-09-08
1617,2326468,Mirage,Imperial,Heroic,16,13,DreamHack Open Montreal 2018,1,2018-09-08
1618,2326468,Train,Imperial,Heroic,16,3,DreamHack Open Montreal 2018,1,2018-09-08
1619,2326477,Inferno,OpTic India,Entity,9,16,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1620,2326477,Overpass,OpTic India,Entity,16,9,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1621,2326477,Dust2,OpTic India,Entity,16,8,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1622,2326370,Nuke,BIG,Gambit,16,8,FACEIT Major 2018 Main Qualifier,2,2018-09-08
1623,2326584,Overpass,ALTERNATE aTTaX,Nexus,16,8,Cross Border Esport 2018,0,2018-09-08
1624,2326584,Mirage,ALTERNATE aTTaX,Nexus,2,16,Cross Border Esport 2018,0,2018-09-08
1625,2326584,Inferno,ALTERNATE aTTaX,Nexus,16,5,Cross Border Esport 2018,0,2018-09-08
1626,2326467,Overpass,eUnited,Kinguin,16,7,DreamHack Open Montreal 2018,0,2018-09-08
1627,2326467,Nuke,eUnited,Kinguin,9,16,DreamHack Open Montreal 2018,0,2018-09-08
1628,2326467,Cache,eUnited,Kinguin,13,16,DreamHack Open Montreal 2018,0,2018-09-08
1629,2326581,Overpass,EURONICS,SuperJymy,5,16,Cross Border Esport 2018,0,2018-09-08
1630,2326581,Train,EURONICS,SuperJymy,8,16,Cross Border Esport 2018,0,2018-09-08
1631,2326369,Train,HellRaisers,OpTic,25,23,FACEIT Major 2018 Main Qualifier,2,2018-09-08
1632,2326476,Dust2,Slaughter Rage Army,Brutality,16,11,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1633,2326476,Cache,Slaughter Rage Army,Brutality,7,16,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1634,2326476,Inferno,Slaughter Rage Army,Brutality,16,9,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1635,2326574,Nuke,unknown,ALTERNATE aTTaX,16,12,Cross Border Esport 2018,0,2018-09-08
1636,2326574,Dust2,unknown,ALTERNATE aTTaX,4,16,Cross Border Esport 2018,0,2018-09-08
1637,2326574,Inferno,unknown,ALTERNATE aTTaX,14,16,Cross Border Esport 2018,0,2018-09-08
1638,2326368,Inferno,TYLOO,Renegades,16,10,FACEIT Major 2018 Main Qualifier,2,2018-09-08
1639,2326577,Train,Gronplade,PACT,16,1,Cross Border Esport 2018,0,2018-09-08
1640,2326577,Overpass,Gronplade,PACT,6,16,Cross Border Esport 2018,0,2018-09-08
1641,2326577,Inferno,Gronplade,PACT,17,19,Cross Border Esport 2018,0,2018-09-08
1642,2326573,Cache,Lyngby Vikings,Nexus,3,16,Cross Border Esport 2018,0,2018-09-08
1643,2326573,Inferno,Lyngby Vikings,Nexus,16,3,Cross Border Esport 2018,0,2018-09-08
1644,2326573,Train,Lyngby Vikings,Nexus,7,16,Cross Border Esport 2018,0,2018-09-08
1645,2326579,Inferno,Ignite,Ambush,16,13,Cross Border Esport 2018,0,2018-09-08
1646,2326579,Dust2,Ignite,Ambush,16,11,Cross Border Esport 2018,0,2018-09-08
1647,2326580,Cache,Squared,Sharks,9,16,Cross Border Esport 2018,0,2018-09-08
1648,2326580,Inferno,Squared,Sharks,8,16,Cross Border Esport 2018,0,2018-09-08
1649,2326578,Mirage,Tricked,warmup,16,8,Cross Border Esport 2018,0,2018-09-08
1650,2326578,Nuke,Tricked,warmup,16,8,Cross Border Esport 2018,0,2018-09-08
1651,2326575,Train,SuperJymy,AGF,16,8,Cross Border Esport 2018,0,2018-09-08
1652,2326575,Mirage,SuperJymy,AGF,16,14,Cross Border Esport 2018,0,2018-09-08
1653,2326576,Cache,EURONICS,Hobro Vikings,16,4,Cross Border Esport 2018,0,2018-09-08
1654,2326576,Train,EURONICS,Hobro Vikings,16,14,Cross Border Esport 2018,0,2018-09-08
1655,2326367,Dust2,Astralis,Spirit,16,3,FACEIT Major 2018 Main Qualifier,1,2018-09-08
1656,2326530,Inferno,TNC,ArkAngel,16,14,IESF 2018 Philippines Finals,0,2018-09-08
1657,2326530,Cache,TNC,ArkAngel,8,16,IESF 2018 Philippines Finals,0,2018-09-08
1658,2326530,Overpass,TNC,ArkAngel,16,12,IESF 2018 Philippines Finals,0,2018-09-08
1659,2326475,Cache,Entity,Brutality,19,17,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1660,2326475,Overpass,Entity,Brutality,16,6,eXTREMESLAND 2018 India Regional Finals,0,2018-09-08
1661,2326572,Mirage,PortaL,Mad Wolves,11,16,eXTREMESLAND 2018 Pakistan,0,2018-09-08
1662,2326572,Inferno,PortaL,Mad Wolves,16,2,eXTREMESLAND 2018 Pakistan,0,2018-09-08
1663,2326572,Dust2,PortaL,Mad Wolves,16,11,eXTREMESLAND 2018 Pakistan,0,2018-09-08
