,Unnamed: 0,matchcode,team,map,priority
2027,2027,2314115,VenatoreS,Inferno,3
2028,2028,2314115,Izako Boars,Nuke,4
2029,2029,2314114,Pompa,Cache,3
2030,2030,2314114,PACT,Nuke,4
2031,2031,2313820,AGO,Mirage,3
2032,2032,2313820,VenatoreS,Train,4
2033,2033,2313819,Izako Boars,Overpass,3
2034,2034,2313819,Off-Mode Black,Cache,4
2035,2035,2313818,Pompa,Mirage,3
2036,2036,2313818,SOLARIS,Cache,4
2037,2037,2313817,PACT,Cobblestone,3
2038,2038,2313817,Off-Mode Gray,Inferno,4
2039,2039,2314196,Renegades,Cobblestone,5
2040,2040,2314196,Broken Alliance,Cache,6
2041,2041,2314191,Liquid,Cobblestone,3
2042,2042,2314191,Renegades,Train,4
2043,2043,2314190,Immortals,Cobblestone,3
2044,2044,2314190,Broken Alliance,Mirage,4
2045,2045,2314143,Liquid,Cobblestone,3
2046,2046,2314143,Luminosity,Inferno,4
2047,2047,2314142,Renegades,Cache,3
2048,2048,2314142,NRG,Mirage,4
2049,2049,2314140,Immortals,Overpass,3
2050,2050,2314140,Splyce,Cobblestone,4
2051,2051,2314141,Rise Nation,Cobblestone,3
2052,2052,2314141,Broken Alliance,Overpass,4
2053,2053,2314167,Heroic,Inferno,3
2054,2054,2314167,AGO,Train,4
2055,2055,2314164,Envy,Cobblestone,3
2056,2056,2314164,ARES,Inferno,4
2057,2057,2314109,Heroic,Nuke,3
2058,2058,2314109,FlipSid3,Overpass,4
2059,2059,2314110,Envy,Inferno,3
2060,2060,2314110,Red Reserve,Train,4
2061,2061,2314108,Vega Squadron,Mirage,3
2062,2062,2314108,AGO,Overpass,4
2063,2063,2314111,Tricked,Overpass,3
2064,2064,2314111,ARES,Nuke,4
2065,2065,2314073,Flash,Cache,3
2066,2066,2314073,ViCi,Train,4
2067,2067,2314074,ViCi,Cobblestone,3
2068,2068,2314074,BOOT,Cache,4
2069,2069,2313801,Flash,Train,3
2070,2070,2313801,ViCi,Inferno,4
2071,2071,2313886,BOOT,Mirage,3
2072,2072,2313886,EMP,Cache,4
2073,2073,2313799,BOOT,Cache,3
2074,2074,2313799,Flash,Mirage,4
2075,2075,2313798,EMP,Cache,3
2076,2076,2313798,ViCi,Inferno,4
2077,2077,2313766,CHAOS,Cobblestone,5
2078,2078,2313766,Invictus Aquilas,Cache,6
2079,2079,2313257,OPAA,Inferno,5
2080,2080,2313257,Invictus Aquilas,Overpass,6
2081,2081,2313258,Off-Mode Gray,Train,5
2082,2082,2313258,TTFU,Inferno,6
2083,2083,2313259,GameplayDNA,Cobblestone,5
2084,2084,2313259,AGO,Train,6
2085,2085,2313260,MeMyself&I,Train,5
2086,2086,2313260,Squared,Mirage,6
2087,2087,2313864,LDLC,Nuke,3
2088,2088,2313864,HAVU,Inferno,4
2089,2089,2313863,Red Reserve,Mirage,3
2090,2090,2313863,Kinguin,Inferno,4
2091,2091,2313781,GoodJob,Mirage,3
2092,2092,2313781,LDLC,Inferno,4
2093,2093,2313780,HAVU,Train,3
2094,2094,2313780,CHAOS,Cache,4
2095,2095,2313782,Sharks,Cache,3
2096,2096,2313782,Red Reserve,Mirage,4
2097,2097,2313783,Kinguin,Cache,3
2098,2098,2313783,x6tence,Inferno,4
2099,2099,2313779,Quantum Bellator Fire,Cobblestone,4
2100,2100,2313779,Nemiga,Train,5
2101,2101,2313779,Quantum Bellator Fire,Mirage,6
2102,2102,2313739,Quantum Bellator Fire,Nuke,3
2103,2103,2313739,Spirit Academy,Mirage,4
2104,2104,2313590,Spirit Academy,Mirage,3
2105,2105,2313590,Nemiga,Overpass,4
2106,2106,2313589,Quantum Bellator Fire,Inferno,3
2107,2107,2313589,CHAOS,Train,4
2108,2108,2313538,Refuse,Cobblestone,3
2109,2109,2313538,ex-GameplayDNA,Cache,4
2110,2110,2313505,Refuse,Cache,3
2111,2111,2313505,Spirit Academy,Train,4
2112,2112,2313283,Quantum Bellator Fire,Cobblestone,3
2113,2113,2313283,Gatekeepers,Inferno,4
2114,2114,2313262,Quantum Bellator Fire,Mirage,3
2115,2115,2313262,AVANGAR,Train,4
2116,2116,2313253,Refuse,Cobblestone,3
2117,2117,2313253,Quantum Bellator Fire,Train,4
2118,2118,2313220,Gatekeepers,Mirage,3
2119,2119,2313220,Nemiga,Cobblestone,4
2120,2120,2313156,GameplayDNA,Cobblestone,3
2121,2121,2313156,forZe,Train,4
2122,2122,2313086,forZe,Train,3
2123,2123,2313086,Nemiga,Inferno,4
2124,2124,2313003,GameplayDNA,Cobblestone,3
2125,2125,2313003,Gatekeepers,Inferno,4
2126,2126,2312950,Spirit Academy,Overpass,3
2127,2127,2312950,AVANGAR,Inferno,4
2128,2128,2313578,eXtatus,Inferno,3
2129,2129,2313578,Crowns,Cache,4
2130,2130,2313579,Red Reserve,Mirage,3
2131,2131,2313579,Imperial,Inferno,4
2132,2132,2313469,eXtatus,Inferno,3
2133,2133,2313469,DIVIZON,Overpass,4
2134,2134,2313470,Invictus Aquilas,Overpass,3
2135,2135,2313470,Imperial,Inferno,4
2136,2136,2313425,Red Reserve,Mirage,3
2137,2137,2313425,Red Reserve,Overpass,4
2138,2138,2313570,Rise Nation,Cobblestone,3
2139,2139,2313570,Cloud9,Mirage,4
2140,2140,2313569,Rise Nation,Cobblestone,3
2141,2141,2313569,CLG,Train,4
2142,2142,2313568,compLexity,Inferno,3
2143,2143,2313568,Cloud9,Train,4
2144,2144,2313566,Rise Nation,Nuke,3
2145,2145,2313566,NRG,Mirage,4
2146,2146,2313567,Tempo Storm,Train,3
2147,2147,2313567,CLG,Cobblestone,4
2148,2148,2313565,compLexity,Train,3
2149,2149,2313565,Renegades,Cobblestone,4
2150,2150,2313564,L4Org,Nuke,3
2151,2151,2313564,Cloud9,Train,4
2152,2152,2313653,Envy,Nuke,3
2153,2153,2313653,Gambit,Train,4
2154,2154,2313616,BIG,Train,3
2155,2155,2313616,Gambit,Overpass,4
2156,2156,2313580,Envy,Inferno,3
2157,2157,2313580,G2,Cache,4
2158,2158,2313558,BIG,Train,3
2159,2159,2313558,NiP,Cache,4
2160,2160,2313557,FlipSid3,Overpass,3
2161,2161,2313557,Gambit,Train,4
2162,2162,2313556,HellRaisers,Cache,3
2163,2163,2313556,Envy,Nuke,4
2164,2164,2313555,PRIDE,Train,3
2165,2165,2313555,G2,Cobblestone,4
2166,2166,2313652,Fragsters,Nuke,3
2167,2167,2313652,Vega Squadron,Mirage,4
2168,2168,2313651,Tricked,Overpass,3
2169,2169,2313651,AVANGAR,Mirage,4
2170,2170,2313606,Red Reserve,Train,3
2171,2171,2313606,Tricked,Overpass,4
2172,2172,2313607,Vega Squadron,Train,3
2173,2173,2313607,ALTERNATE aTTaX,Cache,4
2174,2174,2313603,AVANGAR,Mirage,3
2175,2175,2313603,spray'n'pray,Inferno,4
2176,2176,2313617,Flash,Cache,3
2177,2177,2313617,ViCi,Cobblestone,4
2178,2178,2313582,ViCi,Inferno,3
2179,2179,2313582,BOOT-d[S],Nuke,4
2180,2180,2313581,BOOT-d[S],Train,3
2181,2181,2313581,UYA,Cache,4
2182,2182,2313571,ViCi,Cobblestone,3
2183,2183,2313571,Flash,Inferno,4
2184,2184,2313326,ViCi,Cobblestone,3
2185,2185,2313326,UYA,Cache,4
2186,2186,2313325,BOOT-d[S],Overpass,3
2187,2187,2313325,Flash,Inferno,4
2188,2188,2313545,Quantum Bellator Fire,Inferno,3
2189,2189,2313545,AVANGAR,Mirage,4
2190,2190,2313544,GoodJob,Cobblestone,3
2191,2191,2313544,Quantum Bellator Fire,Nuke,4
2192,2192,2313543,AVANGAR,Mirage,3
2193,2193,2313543,Nexus,Cobblestone,4
2194,2194,2313517,Playing Ducks,Inferno,3
2195,2195,2313517,GoodJob,Overpass,4
2196,2196,2313516,Quantum Bellator Fire,Inferno,3
2197,2197,2313516,forZe,Train,4
2198,2198,2313515,Nexus,Cobblestone,3
2199,2199,2313515,VITALIS,Cache,4
2200,2200,2313514,AVANGAR,Mirage,3
2201,2201,2313514,Spirit Academy,Overpass,4
2202,2202,2313539,Envy,Inferno,3
2203,2203,2313539,LDLC,Overpass,4
2204,2204,2313539,Envy,Cobblestone,7
2205,2205,2313494,Athletico,Cache,3
2206,2206,2313494,Kings,Overpass,4
2207,2207,2313493,Athletico,Cache,3
2208,2208,2313493,Chiefs,Train,4
2209,2209,2313492,Kings,Overpass,3
2210,2210,2313492,Athletico,Cache,4
2211,2211,2313491,Chiefs,Cobblestone,3
2212,2212,2313491,Grayhound,Overpass,4
2213,2213,2313481,Kings,Inferno,3
2214,2214,2313481,Chiefs,Train,4
2215,2215,2313480,Grayhound,Overpass,3
2216,2216,2313480,Athletico,Mirage,4
2217,2217,2313536,TeamOne,Nuke,3
2218,2218,2313536,Black Dragons,Mirage,4
2219,2219,2313473,Binary Dragons,Inferno,3
2220,2220,2313473,PRIDE,Train,4
2221,2221,2313486,Rise Nation,Cobblestone,3
2222,2222,2313486,compLexity,Inferno,4
2223,2223,2313302,Imperial,Train,3
2224,2224,2313302,Tricked,Overpass,4
2225,2225,2313281,eXtatus,Cobblestone,3
2226,2226,2313281,Imperial,Overpass,4
2227,2227,2313280,Tricked,Overpass,3
2228,2228,2313280,iGame.com,Train,4
2229,2229,2313368,Grayhound,Overpass,3
2230,2230,2313368,Chiefs,Cache,4
2231,2231,2313287,Tainted Minds,Cache,3
2232,2232,2313287,Chiefs,Nuke,4
2233,2233,2313288,Grayhound,Overpass,3
2234,2234,2313288,Athletico,Mirage,4
2235,2235,2313282,Funkd,Inferno,3
2236,2236,2313282,Chiefs,Overpass,4
2237,2237,2313264,Grayhound,Overpass,3
2238,2238,2313264,AVANT,Inferno,4
2239,2239,2313353,BRB20,Cache,3
2240,2240,2313353,Kings,Overpass,4
2241,2241,2313352,AVANT,Cache,3
2242,2242,2313352,Chiefs,Nuke,4
2243,2243,2313254,Invictus,Cache,3
2244,2244,2313254,Flash,Cobblestone,4
2245,2245,2313211,EMP,Mirage,3
2246,2246,2313211,UYA,Cache,4
2247,2247,2313210,ViCi,Inferno,3
2248,2248,2313210,EHOME,Overpass,4
2249,2249,2313209,BOOT-d[S],Cache,3
2250,2250,2313209,Eclipse.o,Inferno,4
2251,2251,2313286,Keyd Stars,Cache,3
2252,2252,2313286,TeamOne,Train,4
2253,2253,2313239,TeamOne,Train,3
2254,2254,2313239,Isurus,Cobblestone,4
2255,2255,2313238,LDDM,Mirage,3
2256,2256,2313238,Keyd Stars,Cache,4
2257,2257,2313201,Isurus,Nuke,3
2258,2258,2313201,Glacon,Inferno,4
2259,2259,2313199,TeamOne,Cache,3
2260,2260,2313199,Black Dragons,Mirage,4
2261,2261,2313198,Furious,Overpass,3
2262,2262,2313198,LDDM,Mirage,4
2263,2263,2313190,GoodJob,Cobblestone,5
2264,2264,2313190,Quantum Bellator Fire,Inferno,6
2265,2265,2313191,CHUPAS,Inferno,5
2266,2266,2313191,eXtatus,Mirage,6
2267,2267,2313177,CHUPAS,Inferno,5
2268,2268,2313177,ALTERNATE aTTaX,Cache,6
2269,2269,2313175,GoodJob,Cobblestone,5
2270,2270,2313175,Squared,Inferno,6
2271,2271,2313174,Refuse,Cobblestone,5
2272,2272,2313174,Quantum Bellator Fire,Nuke,6
2273,2273,2313176,eXtatus,Cobblestone,5
2274,2274,2313176,MeMyself&I,Overpass,6
2275,2275,2313173,TTFU,Inferno,3
2276,2276,2313173,DEEZ NUTS,Mirage,4
2277,2277,2313169,GoodJob,Overpass,3
2278,2278,2313169,AVANGAR,Cache,4
2279,2279,2313138,BOOT-d[S],Mirage,3
2280,2280,2313138,Chiefs,Train,4
2281,2281,2313137,TheMongolz,Cobblestone,3
2282,2282,2313137,BOOT-d[S],Inferno,4
2283,2283,2313136,Chiefs,Train,3
2284,2284,2313136,BOOT-d[S],Cache,4
2285,2285,2313135,Signature,Mirage,3
2286,2286,2313135,TheMongolz,Train,4
2287,2287,2313128,Signature,Mirage,3
2288,2288,2313128,BOOT-d[S],Cache,4
2289,2289,2313127,TheMongolz,Cache,3
2290,2290,2313127,Chiefs,Train,4
2291,2291,2313131,TeamOne,Nuke,3
2292,2292,2313131,paiN,Cobblestone,4
2293,2293,2313113,ownage,Inferno,3
2294,2294,2313113,Rise Nation,Cobblestone,4
2295,2295,2313113,ownage,Train,5
2296,2296,2313113,Rise Nation,Nuke,6
2297,2297,2313112,Bee's Money Crew,Train,3
2298,2298,2313112,Rise Nation,Cobblestone,4
2299,2299,2313089,Rise Nation,Nuke,3
2300,2300,2313089,ownage,Train,4
2301,2301,2313075,Bee's Money Crew,Mirage,3
2302,2302,2313075,ownage,Nuke,4
2303,2303,2313074,compLexity,Train,3
2304,2304,2313074,Rise Nation,Cobblestone,4
2305,2305,2313069,Bee's Money Crew,Train,3
2306,2306,2313069,RONIN,Overpass,4
2307,2307,2313065,compLexity,Inferno,3
2308,2308,2313065,Denial,Overpass,4
2309,2309,2313064,District 7,Overpass,3
2310,2310,2313064,ownage,Train,4
2311,2311,2313063,Rise Nation,Train,3
2312,2312,2313063,Mask Off,Overpass,4
2313,2313,2313052,RONIN,Overpass,3
2314,2314,2313052,Five Alive,Cache,4
2315,2315,2313053,Bee's Money Crew,Inferno,3
2316,2316,2313053,CLG Academy,Overpass,4
2317,2317,2313048,Final Feature,Nuke,3
2318,2318,2313048,Rise Nation,Mirage,4
2319,2319,2313047,Denial,Inferno,3
2320,2320,2313047,Lol Yeah,Cache,4
2321,2321,2313050,District 7,Inferno,3
2322,2322,2313050,SetToDestroyX,Cobblestone,4
2323,2323,2313046,compLexity,Train,3
2324,2324,2313046,CyberBullies,Inferno,4
2325,2325,2313051,Ben's Anime Team,Mirage,3
2326,2326,2313051,ownage,Cache,4
2327,2327,2313043,Final Feature,Nuke,3
2328,2328,2313043,GamesRCheap,Mirage,4
2329,2329,2313049,Gotta Go,Cache,3
2330,2330,2313049,SetToDestroyX,Mirage,4
2331,2331,2313042,CyberBullies,Train,3
2332,2332,2313042,CTYA,Cache,4
2333,2333,2313045,Mask Off,Train,3
2334,2334,2313045,EZG,Inferno,4
2335,2335,2313044,CLG Academy,Train,3
2336,2336,2313044,CLG Red,Overpass,4
2337,2337,2313041,CLG Academy,Overpass,3
2338,2338,2313041,Cyberstorm,Inferno,4
2339,2339,2313040,Gotta Go,Cache,3
2340,2340,2313040,Regret,Overpass,4
2341,2341,2313035,Final Feature,Nuke,3
2342,2342,2313035,Devour,Cache,4
2343,2343,2313032,Heaven's Devils,Inferno,3
2344,2344,2313032,GamesRCheap,Cache,4
2345,2345,2313034,EZG,Inferno,3
2346,2346,2313034,Stack B,Overpass,4
2347,2347,2313029,CyberRevolution,Train,3
2348,2348,2313029,CTYA,Overpass,4
2349,2349,2313021,CyberBullies,Train,3
2350,2350,2313021,Gorilla Core,Cache,4
2351,2351,2313009,Dignitas fe,Nuke,3
2352,2352,2313009,SetToDestroyX,Cache,4
2353,2353,2313014,Frigid,Cache,3
2354,2354,2313014,CLG Red,Cobblestone,4
2355,2355,2313011,Five Alive,Overpass,3
2356,2356,2313011,Blue,Inferno,4
2357,2357,2312987,TeamOne,Overpass,3
2358,2358,2312987,Merciless,Cobblestone,4
2359,2359,2312986,Keyd Stars,Cobblestone,3
2360,2360,2312986,Merciless,Inferno,4
2361,2361,2312985,EN9MY,Cache,3
2362,2362,2312985,TeamOne,Train,4
2363,2363,2312992,compLexity,Train,3
2364,2364,2312992,District 7,Overpass,4
2365,2365,2312836,TYLOO,Inferno,3
2366,2366,2312836,ViCi,Train,4
2367,2367,2312836,TYLOO,Cobblestone,5
2368,2368,2312836,ViCi,Overpass,6
2369,2369,2312835,ViCi,Train,3
2370,2370,2312835,UYA,Cache,4
2371,2371,2312834,TYLOO,Mirage,3
2372,2372,2312834,EHOME,Overpass,4
2373,2373,2312867,Bpro,Overpass,3
2374,2374,2312867,AVANGAR,Inferno,4
2375,2375,2312841,AVANGAR,Inferno,3
2376,2376,2312841,Spirit Academy,Mirage,4
2377,2377,2312840,Wolsung,Nuke,3
2378,2378,2312840,Bpro,Mirage,4
2379,2379,2312716,Tainted Minds,Inferno,3
2380,2380,2312716,Chiefs,Train,4
2381,2381,2312716,Tainted Minds,Cache,5
2382,2382,2312716,Chiefs,Overpass,6
2383,2383,2312715,Dark Sided,Mirage,3
2384,2384,2312715,Tainted Minds,Cobblestone,4
2385,2385,2312714,Chiefs,Train,3
2386,2386,2312714,Tainted Minds,Cobblestone,4
2387,2387,2312713,Grayhound,Mirage,3
2388,2388,2312713,Dark Sided,Overpass,4
2389,2389,2312711,Chiefs,Train,3
2390,2390,2312711,Grayhound,Overpass,4
2391,2391,2312710,Dark Sided,Cache,3
2392,2392,2312710,Tainted Minds,Cobblestone,4
2393,2393,2312776,Heroic,Overpass,3
2394,2394,2312776,Envy,Cobblestone,4
2395,2395,2312775,Renegades,Cache,3
2396,2396,2312775,Envy,Train,4
2397,2397,2312774,HellRaisers,Mirage,3
2398,2398,2312774,Heroic,Inferno,4
2399,2399,2312773,GODSENT,Cache,3
2400,2400,2312773,Envy,Cobblestone,4
2401,2401,2312772,Misfits,Overpass,3
2402,2402,2312772,HellRaisers,Inferno,4
2403,2403,2312771,NRG,Inferno,3
2404,2404,2312771,GODSENT,Mirage,4
2405,2405,2312770,Binary Dragons,Mirage,3
2406,2406,2312770,Misfits,Train,4
2407,2407,2312399,Immortals,Cobblestone,3
2408,2408,2312399,Gambit,Train,4
2409,2409,2312398,Immortals,Inferno,3
2410,2410,2312398,Virtus.pro,Mirage,4
2411,2411,2312397,Astralis,Overpass,3
2412,2412,2312397,Gambit,Inferno,4
2413,2413,2312396,North,Cobblestone,3
2414,2414,2312396,Virtus.pro,Nuke,4
2415,2415,2312395,Immortals,Cobblestone,3
2416,2416,2312395,BIG,Inferno,4
2417,2417,2312394,SK,Cache,3
2418,2418,2312394,Astralis,Overpass,4
2419,2419,2312393,Gambit,Train,3
2420,2420,2312393,fnatic,Inferno,4
2421,2421,2312377,FaZe,Mirage,7
2422,2422,2312828,ViCi,Train,5
2423,2423,2312828,Flash,Inferno,6
2424,2424,2312827,UYA,Mirage,5
2425,2425,2312827,New4,Overpass,6
2426,2426,2312747,Flash,Inferno,5
2427,2427,2312747,New4,Mirage,6
2428,2428,2312746,ViCi,Cobblestone,5
2429,2429,2312746,UYA,Inferno,6
2430,2430,2312734,New4,Inferno,5
2431,2431,2312734,Elixir,Cache,6
2432,2432,2312733,UYA,Cache,5
2433,2433,2312733,BOOT,Inferno,6
2434,2434,2312721,Flash,Mirage,5
2435,2435,2312721,MAX,Inferno,6
2436,2436,2312720,ViCi,Train,5
2437,2437,2312720,wNv,Inferno,6
2438,2438,2312705,Flash,Cobblestone,5
2439,2439,2312705,LGD,Mirage,6
2440,2440,2312704,EMP,Cache,5
2441,2441,2312704,UYA,Mirage,6
2442,2442,2312697,EMP,Cache,5
2443,2443,2312697,Flash,Mirage,6
2444,2444,2312696,UYA,Inferno,5
2445,2445,2312696,ViCi,Cobblestone,6
2446,2446,2312680,EMP,Cache,5
2447,2447,2312680,Eclipse.o,Mirage,6
2448,2448,2312679,UYA,Mirage,5
2449,2449,2312679,Flash,Inferno,6
2450,2450,2312635,New4,Mirage,5
2451,2451,2312635,Eclipse.o,Inferno,6
2452,2452,2312604,LGD,Mirage,5
2453,2453,2312604,New4,Nuke,6
2454,2454,2312603,FIVE,Inferno,5
2455,2455,2312603,Eclipse.o,Cache,6
2456,2456,2312554,Eclipse.o,Inferno,5
2457,2457,2312554,Flash,Mirage,6
2458,2458,2312553,New4,Train,5
2459,2459,2312553,Eclipse.o,Cache,6
2460,2460,2312525,LGD,Mirage,5
2461,2461,2312525,UYA,Cache,6
2462,2462,2312524,FIVE,Inferno,5
2463,2463,2312524,Flash,Mirage,6
2464,2464,2312506,FIVE,Inferno,5
2465,2465,2312506,Flash,Mirage,6
2466,2466,2312505,ViCi,Cobblestone,5
2467,2467,2312505,UYA,Inferno,6
2468,2468,2312504,Flash,Inferno,5
2469,2469,2312504,UYA,Mirage,6
2470,2470,2312452,LGD,Train,5
2471,2471,2312452,Flash,Cobblestone,6
2472,2472,2312451,New4,Mirage,5
2473,2473,2312451,Flash,Inferno,6
2474,2474,2312450,ViCi,Mirage,5
2475,2475,2312450,LGD,Train,6
2476,2476,2312404,FIVE,Mirage,5
2477,2477,2312404,EMP,Cache,6
2478,2478,2312403,ViCi,Nuke,5
2479,2479,2312403,EMP,Mirage,6
2480,2480,2312312,ViCi,Nuke,5
2481,2481,2312312,EMP,Cobblestone,6
2482,2482,2312313,ViCi,Train,5
2483,2483,2312313,Eclipse.o,Inferno,6
2484,2484,2312311,LGD,Cobblestone,5
2485,2485,2312311,Eclipse.o,Mirage,6
2486,2486,2312277,New4,Mirage,5
2487,2487,2312277,EMP,Overpass,6
2488,2488,2312276,LGD,Cache,5
2489,2489,2312276,EMP,Cobblestone,6
2490,2490,2312275,ViCi,Train,5
2491,2491,2312275,FIVE,Inferno,6
2492,2492,2312225,T.O.T,Cache,5
2493,2493,2312225,EMP,Overpass,6
2494,2494,2312224,FIVE,Mirage,5
2495,2495,2312224,LGD,Cache,6
2496,2496,2312223,LGD,Cache,5
2497,2497,2312223,T.O.T,Cobblestone,6
2498,2498,2312179,LGD,Cobblestone,5
2499,2499,2312179,UYA,Cache,6
2500,2500,2312167,ViCi,Train,5
2501,2501,2312167,FIVE,Inferno,6
2502,2502,2312166,New4,Mirage,5
2503,2503,2312166,FIVE,Train,6
2504,2504,2312154,New4,Cache,5
2505,2505,2312154,Flash,Train,6
2506,2506,2312153,Eclipse.o,Cobblestone,5
2507,2507,2312153,UYA,Mirage,6
2508,2508,2312152,EMP,Cobblestone,5
2509,2509,2312152,Flash,Train,6
2510,2510,2312137,FIVE,Inferno,5
2511,2511,2312137,UYA,Mirage,6
2512,2512,2312136,LGD,Train,5
2513,2513,2312136,Eclipse.o,Mirage,6
2514,2514,2312050,EMP,Cache,5
2515,2515,2312050,UYA,Mirage,6
2516,2516,2312049,HegemonyPerson,Mirage,5
2517,2517,2312049,UYA,Cache,6
2518,2518,2312048,ViCi,Cobblestone,5
2519,2519,2312048,HegemonyPerson,Inferno,6
2520,2520,2311981,HegemonyPerson,Mirage,5
2521,2521,2311981,Eclipse.o,Inferno,6
2522,2522,2311980,Eclipse.o,Mirage,5
2523,2523,2311980,UYA,Inferno,6
2524,2524,2311979,New4,Cache,5
2525,2525,2311979,UYA,Mirage,6
2526,2526,2311960,T.O.T,Mirage,5
2527,2527,2311960,UYA,Inferno,6
2528,2528,2311959,ViCi,Mirage,5
2529,2529,2311959,LGD,Train,6
2530,2530,2311958,ViCi,Cache,5
2531,2531,2311958,Flash,Inferno,6
2532,2532,2311922,LGD,Cobblestone,5
2533,2533,2311922,T.O.T,Mirage,6
2534,2534,2311921,New4,Inferno,5
2535,2535,2311921,LGD,Cache,6
2536,2536,2311920,HegemonyPerson,Mirage,5
2537,2537,2311920,EMP,Overpass,6
2538,2538,2311790,T.O.T,Cobblestone,5
2539,2539,2311790,Eclipse.o,Inferno,6
2540,2540,2311866,Eclipse.o,Inferno,5
2541,2541,2311866,Flash,Cobblestone,6
2542,2542,2311865,New4,Train,5
2543,2543,2311865,FIVE,Mirage,6
2544,2544,2311847,LGD,Cobblestone,5
2545,2545,2311847,EMP,Cache,6
2546,2546,2311846,FIVE,Nuke,5
2547,2547,2311846,EMP,Cache,6
2548,2548,2311845,HegemonyPerson,Inferno,5
2549,2549,2311845,T.O.T,Cobblestone,6
2550,2550,2311834,ViCi,Train,5
2551,2551,2311834,Flash,Cobblestone,6
2552,2552,2311833,New4,Inferno,5
2553,2553,2311833,EMP,Cache,6
2554,2554,2311832,ViCi,Train,5
2555,2555,2311832,New4,Mirage,6
2556,2556,2311791,LGD,Cache,5
2557,2557,2311791,FIVE,Inferno,6
2558,2558,2311816,FIVE,Inferno,5
2559,2559,2311816,Eclipse.o,Mirage,6
2560,2560,2311789,EMP,Overpass,5
2561,2561,2311789,Eclipse.o,Mirage,6
2562,2562,2311762,T.O.T,Inferno,5
2563,2563,2311762,EMP,Cache,6
2564,2564,2311761,FIVE,Mirage,5
2565,2565,2311761,T.O.T,Inferno,6
2566,2566,2311760,HegemonyPerson,Cache,5
2567,2567,2311760,FIVE,Mirage,6
2568,2568,2311730,LGD,Train,5
2569,2569,2311730,HegemonyPerson,Inferno,6
2570,2570,2311729,New4,Inferno,5
2571,2571,2311729,T.O.T,Cache,6
2572,2572,2311728,ViCi,Nuke,5
2573,2573,2311728,New4,Mirage,6
2574,2574,2312810,Gorilla Core,Mirage,5
2575,2575,2312810,Ghost,Cache,6
2576,2576,2312807,AiM,Overpass,5
2577,2577,2312807,Ghost,Cache,6
2578,2578,2312808,Gorilla Core,Inferno,5
2579,2579,2312808,TayK-47,Overpass,6
2580,2580,2312726,AVANGAR,Train,3
2581,2581,2312726,HAVU,Inferno,4
2582,2582,2312688,HAVU,Inferno,3
2583,2583,2312688,Nexus,Mirage,4
2584,2584,2312659,HAVU,Inferno,3
2585,2585,2312659,eSuba,Cache,4
2586,2586,2312681,Spartak,Inferno,3
2587,2587,2312681,LOG,Train,4
2588,2588,2312658,Nexus,Train,3
2589,2589,2312658,EURONICS,Mirage,4
2590,2590,2312656,Spartak,Nuke,3
2591,2591,2312656,Bpro,Mirage,4
2592,2592,2312617,LOG,Cache,5
2593,2593,2312617,VITALIS,Cobblestone,6
2594,2594,2312616,LOG,Cache,5
2595,2595,2312616,VITALIS,Cobblestone,6
2596,2596,2312589,VITALIS,Mirage,5
2597,2597,2312589,eSuba,Cache,6
2598,2598,2312588,VITALIS,Mirage,5
2599,2599,2312588,eSuba,Cache,6
2600,2600,2312540,OPAA,Inferno,5
2601,2601,2312540,Spartak,Nuke,6
2602,2602,2312539,OPAA,Inferno,5
2603,2603,2312539,Spartak,Nuke,6
2604,2604,2312538,Nexus,Overpass,5
2605,2605,2312538,Spartak,Cobblestone,6
2606,2606,2312537,Nexus,Overpass,5
2607,2607,2312537,Spartak,Cobblestone,6
2608,2608,2312536,HAVU,Inferno,5
2609,2609,2312536,Fragsters,Train,6
2610,2610,2312535,HAVU,Inferno,5
2611,2611,2312535,Fragsters,Train,6
2612,2612,2312518,OPAA,Mirage,5
2613,2613,2312518,Nexus,Cache,6
2614,2614,2312517,OPAA,Mirage,5
2615,2615,2312517,Nexus,Cache,6
2616,2616,2312496,Nemiga,Nuke,5
2617,2617,2312496,Fragsters,Cache,6
2618,2618,2312495,Nemiga,Nuke,5
2619,2619,2312495,Fragsters,Cache,6
2620,2620,2312439,eSuba,Cache,5
2621,2621,2312439,LOG,Mirage,6
2622,2622,2312319,Nemiga,Overpass,5
2623,2623,2312319,HAVU,Train,6
2624,2624,2312318,Nemiga,Overpass,5
2625,2625,2312318,HAVU,Train,6
2626,2626,2312298,EURONICS,Nuke,5
2627,2627,2312298,Bpro,Mirage,6
2628,2628,2312295,GameAgents,Train,5
2629,2629,2312295,EURONICS,Cache,6
2630,2630,2312281,Bpro,Mirage,5
2631,2631,2312281,GameAgents,Train,6
2632,2632,2312280,Bpro,Mirage,5
2633,2633,2312280,GameAgents,Train,6
2634,2634,2312358,Red Reserve,Mirage,3
2635,2635,2312358,NiP,Cache,4
2636,2636,2312357,Red Reserve,Train,3
2637,2637,2312357,Heroic,Overpass,4
2638,2638,2312356,Envy,Inferno,3
2639,2639,2312356,NiP,Cache,4
2640,2640,2312355,Red Reserve,Cobblestone,3
2641,2641,2312355,CLG,Cache,4
2642,2642,2312354,Envy,Cobblestone,3
2643,2643,2312354,KPI,Overpass,4
2644,2644,2312353,Red Reserve,Train,3
2645,2645,2312353,NRG,Cobblestone,4
2646,2646,2312352,Envy,Cobblestone,3
